Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,Source_File,Interval_Start,Hits_in_10min
2025-09-28 20:13:08,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,2.96837,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:07,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,2.96837,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:08,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,2.96837,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:05,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,2.97157,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:05,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,2.97157,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:02,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,2.97157,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:02,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,2.97157,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:01,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,2.98592,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 20:13:02,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,2.98592,t/h,1.csv,2025-09-28 20:10:00,10
2025-09-28 19:28:21,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 19:20:00,12
2025-09-28 19:28:17,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 19:20:00,12
2025-09-28 19:28:15,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 19:20:00,12
2025-09-28 19:08:34,6200,FIC_P104,BAD PV,ACK,,PLY-1E Pure Water Flow,,,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:33,6200,FQ_P104,BAD PV,ACK,,PLY-1E Pure Water Flow Totl,,,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:31,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,-0.0101476,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:31,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,-0.0101476,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:28,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00814,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:29,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00814,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:25,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,3.00814,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:24,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,3.00814,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:21,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00614,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:20,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00614,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:20,6200,FIC_P104,BAD PV,ACK,,PLY-1E Pure Water Flow,,,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:19,6200,FQ_P104,BAD PV,ACK,,PLY-1E Pure Water Flow Totl,,,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:17,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,3.00614,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:17,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,3.00614,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:17,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00734,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:17,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00734,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:16,6200,FQ_P104,BAD PV,ACK,,PLY-1E Pure Water Flow Totl,,,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:16,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,3.00734,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:15,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,3.00734,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:12,6200,FQ_P104,BAD PV,ACK,,PLY-1E Pure Water Flow Totl,,,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:13,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00954,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:12,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00954,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:12,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,3.00954,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:11,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,3.00954,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:10,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00948,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:09,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00948,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:09,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,3.00948,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:08,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,3.00948,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:08,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00881,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:07,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00881,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:06,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,3.00881,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:05,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,3.00881,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:08:05,6200,FQ_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow Totl,3.00948,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:08:04,6200,FIC_P104,BAD PV,OK,L 00,PLY-1E Pure Water Flow,3.00948,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:07:32,6200,FIC_P104,BAD PV,ACK,,PLY-1E Pure Water Flow,,,1.csv,2025-09-28 19:00:00,18
2025-09-28 19:07:27,6200,FQ_P104,BAD PV,ACK,,PLY-1E Pure Water Flow Totl,,,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:07:18,6200,FQ_P104,BAD PV,,L 00,PLY-1E Pure Water Flow Totl,0,t/h,1.csv,2025-09-28 19:00:00,21
2025-09-28 19:07:18,6200,FIC_P104,BAD PV,,L 00,PLY-1E Pure Water Flow,0,t/h,1.csv,2025-09-28 19:00:00,18
2025-09-28 16:31:22,6200,FIC_E402,BAD PV,ACK,,Modifier Solution to Polymerizer Flow,,,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:31:12,6200,FIC_E402,BAD PV,OK,L 00,Modifier Solution to Polymerizer Flow,201.414,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:31:11,6200,FIC_E402,BAD PV,,L 00,Modifier Solution to Polymerizer Flow,201.414,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:54,6200,FIC_E402,BAD PV,ACK,,Modifier Solution to Polymerizer Flow,,,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:52,6200,FIC_E402,BAD PV,OK,L 00,Modifier Solution to Polymerizer Flow,204.096,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:51,6200,FIC_E402,BAD PV,,L 00,Modifier Solution to Polymerizer Flow,204.096,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:47,6200,FIC_E402,BAD PV,ACK,,Modifier Solution to Polymerizer Flow,,,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:42,6200,FIC_E402,BAD PV,OK,L 00,Modifier Solution to Polymerizer Flow,204.34,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:40,6200,FIC_E402,BAD PV,,L 00,Modifier Solution to Polymerizer Flow,204.34,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:36,6200,FIC_E402,BAD PV,ACK,,Modifier Solution to Polymerizer Flow,,,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:31,6200,FIC_E402,BAD PV,OK,L 00,Modifier Solution to Polymerizer Flow,205.119,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:30:30,6200,FIC_E402,BAD PV,,L 00,Modifier Solution to Polymerizer Flow,205.119,kg/h,1.csv,2025-09-28 16:30:00,12
2025-09-28 16:01:20,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:01:20,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:01:13,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:01:10,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:01:00,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:00:56,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:00:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:00:49,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:00:39,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:00:36,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 16:00:00,11
2025-09-28 16:00:22,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 16:00:00,11
2025-09-28 14:32:53,4400,FI_8402,BAD PV,OK,L 00,Supply Cooling Water Flow,-26.4487,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:32:22,4400,FI_8402,BAD PV,ACK,,Supply Cooling Water Flow,,,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:32:05,4400,FI_8402,BAD PV,,L 00,Supply Cooling Water Flow,2505.34,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:32:00,4400,FI_8402,BAD PV,ACK,,Supply Cooling Water Flow,,,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:31:56,4400,FI_8402,BAD PV,OK,L 00,Supply Cooling Water Flow,-27.7835,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:31:41,4400,FI_8402,BAD PV,,L 00,Supply Cooling Water Flow,0,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:31:32,4400,FI_8402,BAD PV,OK,L 00,Supply Cooling Water Flow,-27.283,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:31:24,4400,FI_8402,BAD PV,ACK,,Supply Cooling Water Flow,,,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:31:16,4400,FI_8402,BAD PV,,L 00,Supply Cooling Water Flow,-27.283,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:30:48,4400,FI_8402,BAD PV,OK,L 00,Supply Cooling Water Flow,-23.5011,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:30:42,4400,FI_8402,BAD PV,ACK,,Supply Cooling Water Flow,,,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:30:12,4400,FI_8402,BAD PV,,L 00,Supply Cooling Water Flow,2443.73,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:30:10,4400,FI_8402,BAD PV,OK,L 00,Supply Cooling Water Flow,-29.9525,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:30:07,4400,FI_8402,BAD PV,,L 00,Supply Cooling Water Flow,-29.9525,m3/h,1.csv,2025-09-28 14:30:00,15
2025-09-28 14:30:06,4400,FI_8402,BAD PV,ACK,,Supply Cooling Water Flow,,,1.csv,2025-09-28 14:30:00,15
2025-09-28 11:54:31,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:50:00,16
2025-09-28 11:54:28,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:50:00,16
2025-09-28 11:54:06,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:50:00,16
2025-09-28 11:53:59,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:50:00,16
2025-09-28 11:53:47,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:50:00,16
2025-09-28 11:53:44,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 11:50:00,16
2025-09-28 11:53:42,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 11:50:00,16
2025-09-28 09:47:03,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:56,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:52,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:50,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:49,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:32,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:29,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:27,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:27,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:16,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:46:14,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,1.csv,2025-09-28 09:40:00,22
2025-09-28 09:45:59,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,1.csv,2025-09-28 09:40:00,22
2025-09-28 07:04:41,4600,LI_4604,BAD PV,ACK,,V-4624 Level,,,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:04:36,4600,LI_4604,BAD PV,OK,L 00,V-4624 Level,32.6951,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:04:36,4600,LI_4604,BAD PV,OK,L 00,V-4624 Level,261.561,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:04:35,4600,LI_4604,BAD PV,ACK,,V-4624 Level,,,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:04:02,4600,LI_4604,BAD PV,,L 00,V-4624 Level,-0.00349454,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:53,4600,LI_4604,BAD PV,OK,L 00,V-4624 Level,12.0267,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:53,4600,LI_4604,BAD PV,OK,L 00,V-4624 Level,96.2132,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:39,4600,LI_4604,BAD PV,ACK,,V-4624 Level,,,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:19,4600,LI_4604,BAD PV,,L 00,V-4624 Level,96.2132,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:18,4600,LI_4604,BAD PV,,L 00,V-4624 Level,96.2132,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:11,4600,LI_4604,BAD PV,OK,L 00,V-4624 Level,71.1993,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:03:11,4600,LI_4604,BAD PV,OK,L 00,V-4624 Level,569.595,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 07:02:35,4600,LI_4604,BAD PV,,L 00,V-4624 Level,41.0018,%,10.csv,2025-09-28 07:00:00,15
2025-09-28 05:22:21,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.798848,KPa,10.csv,2025-09-28 05:20:00,10
2025-09-28 05:20:17,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 05:20:00,10
2025-09-28 05:20:01,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 05:20:00,10
2025-09-28 03:39:49,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.987018,KPa,10.csv,2025-09-28 03:30:00,11
2025-09-28 03:37:16,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 03:30:00,11
2025-09-28 03:36:21,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.0100026,KPa,10.csv,2025-09-28 03:30:00,11
2025-09-28 15:59:20,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:59:17,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.999029,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:59:16,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.999029,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:59:14,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.997027,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:58:39,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:58:31,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.997027,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:57:55,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:57:44,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.985016,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:57:38,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.985016,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:57:37,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.995024,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:57:20,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:57:07,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.995024,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:56:30,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.991021,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:51:37,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:51:28,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,323.616,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:50:54,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.985016,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:50:43,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:50:36,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.985016,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:50:35,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.997027,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 15:50:34,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.997027,KPa,10.csv,2025-09-28 15:50:00,20
2025-09-28 18:56:20,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:56:18,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:56:17,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:56:15,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:56:11,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:58,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:56,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:52,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:48,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:43,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:37,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:22,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 18:50:00,13
2025-09-28 18:55:21,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 18:50:00,13
2025-09-28 08:58:30,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 08:50:00,19
2025-09-28 08:58:29,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 08:50:00,19
2025-09-28 08:58:26,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.997027,KPa,10.csv,2025-09-28 08:50:00,19
2025-09-28 08:58:23,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 08:50:00,19
2025-09-28 08:58:24,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.997027,KPa,10.csv,2025-09-28 08:50:00,19
2025-09-28 08:58:15,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.991021,KPa,10.csv,2025-09-28 08:50:00,19
2025-09-28 08:57:59,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 08:50:00,19
2025-09-28 07:31:36,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 07:30:00,13
2025-09-28 07:31:02,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 07:30:00,13
2025-09-28 05:25:25,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,90.5038,KPa,10.csv,2025-09-28 05:20:00,10
2025-09-28 05:25:24,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 05:20:00,10
2025-09-28 05:25:11,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 05:20:00,10
2025-09-28 03:37:53,6200,PI_WW50,BAD PV,ACK,,Waste Water Tank Pressure,,,10.csv,2025-09-28 03:30:00,11
2025-09-28 03:37:21,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,0,KPa,10.csv,2025-09-28 03:30:00,11
2025-09-28 03:37:18,6200,PI_WW50,BAD PV,OK,L 00,Waste Water Tank Pressure,-0.991021,KPa,10.csv,2025-09-28 03:30:00,11
2025-09-28 03:37:18,6200,PI_WW50,BAD PV,,L 00,Waste Water Tank Pressure,-0.991021,KPa,10.csv,2025-09-28 03:30:00,11
2025-09-28 01:21:25,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 01:20:00,10
2025-09-28 20:56:40,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:56:39,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:55:51,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:55:28,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:55:23,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:55:22,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:55:20,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,10.csv,2025-09-28 20:50:00,12
2025-09-28 20:55:18,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,10.csv,2025-09-28 20:50:00,12
